team,player,impact
Saint Louis,Cam Hutson,0.003
Saint Louis,Isaac Holmes,0.003
Saint Louis,Jaden Schertz,0.003
Saint Mary's (CA),Joshua Dent,2.332
Saint Mary's (CA),Paulius Murauskas,2.132
Saint Mary's (CA),Dillan Shaw,1.79
Saint Mary's (CA),Mikey Lewis,1.46
Saint Mary's (CA),Andrew McKeever,1.244
Saint Mary's (CA),Harry Wessels,0.829
Saint Mary's (CA),Mantas Juzenas,0.563
Saint Mary's (CA),Liam Campbell,0.397
Saint Mary's (CA),Tony Duckett,0.363
Saint Mary's (CA),Rory Hawke,0.198
Saint Mary's (CA),Oliver Faubert,0.008
Saint Peter's,Brent Bland,2.942
Saint Peter's,Bryce Eaton,2.518
Saint Peter's,Zaakir Williamson,1.838
Saint Peter's,Jahki Gupton,1.602
Saint Peter's,Elijah Perkins,1.457
Saint Peter's,Lucas Scroggins,1.311
Saint Peter's,TJ Robinson,1.095
Saint Peter's,Shaedon Simpson,1.059
Saint Peter's,Eric Morgan Jr.,0.437
Saint Peter's,Bol Agu,0.189
Saint Peter's,Adetokunbo Bakare,0.059
Saint Peter's,J'Quan Ewing,0.016
Sam Houston,Po'Boigh King,1.52
Sam Houston,Damon Nicholas Jr.,1.193
Sam Houston,Kashie Natt,0.978
Sam Houston,Jacob Walker,0.949
Sam Houston,Jacobe Coleman,0.792
Sam Houston,Veljko Ilic,0.641
Sam Houston,Matt Dann,0.501
Sam Houston,Justin Begg,0.081
Sam Houston,CJ Beaumont,0.073
Samford,Jadin Booth,3.554
Samford,Cade Norris,2.814
Samford,Dylan Faulkner,2.57
Samford,Keaton Norris,2.336
Samford,Kam Martin,1.289
Samford,Zion Wilburn,1.169
Samford,Isaiah Campbell-Finch,0.799
Samford,Will Shaver,0.381
Samford,Judson Bjornstad,0.06
Samford,Jaxon Pollard,0.02
Samford,Zach Lamey,0.01
Samford,Caleb Harrison,0.009
Samford,Corey Brown,0.005
San Diego,Toneari Lane,1.767
San Diego,Juanse Gorosito,1.492
San Diego,Dominique Ford,1.154
San Diego,Adrian McIntyre,1.105
San Diego,Assane Diop,0.687
San Diego,Emmanuel Callas,0.66
San Diego,Vuk Boskovic,0.512
San Diego,Alejandro Aviles,0.504
San Diego,Gavin Ripp,0.454
San Diego,Tim Moore,0.347
San Diego,Brandon Benjamin,0.231
San Diego,Ty-Laur Johnson,0.076
San Diego,Piotr Winkowski,0.018
San Diego,Josh Hecht,0.001
San Diego,Neel Beniwal,0.001
San Diego St.,Reese Dixon-Waters,1.422
San Diego St.,BJ Davis,1.04
San Diego St.,Miles Byrd,0.8
San Diego St.,Miles Heide,0.767
San Diego St.,Taj DeGourville,0.677
San Diego St.,Pharaoh Compton,0.623
San Diego St.,Jeremiah Oden,0.567
San Diego St.,Tae Simmons,0.412
San Diego St.,Sean Newman Jr.,0.379
San Diego St.,Magoon Gwath,0.063
San Diego St.,Thokbor Majak,0.006
San Diego St.,Cam Lawin,0.003
San Diego St.,Raymar Gonzales,0.003
San Francisco,Ryan Beasley,1.998
San Francisco,Junjie Wang,1.732
San Francisco,David Fuchs,1.662
San Francisco,Legend Smiley,1.397
San Francisco,Vukasin Masic,1.085
San Francisco,Guillermo Diaz Graham,0.935
San Francisco,Mookie Cook,0.593
San Francisco,Tyrone Riley IV,0.261
San Francisco,Aidan Braccia,0.026
San Francisco,Saba Gigiberia,0.026
San Francisco,Weilun Zhao,0.025
San Francisco,Sean Blakely Drummond,0.001
San Jose St.,Pasha Goodarzi,1.652
San Jose St.,Colby Garland,1.604
San Jose St.,Adrian Myers,1.13
San Jose St.,Melvin Bell Jr.,1.08
San Jose St.,Sadraque NgaNga,0.855
San Jose St.,Japhet Moupadele,0.509
San Jose St.,Marcus Overstreet,0.037
San Jose St.,Douglas Langford,0.003
Santa Clara,Christian Hammond,1.825
Santa Clara,Allen Graves,1.723
Santa Clara,Jake Ensminger,1.68
Santa Clara,Elijah Mahi,1.665
Santa Clara,Bukky Oboye,1.322
Santa Clara,Aleksandar Gavalyugov,1.226
Santa Clara,Brenton Knapper,0.939
Santa Clara,Thierry Darlan,0.715
Santa Clara,KJ Cochran,0.598
Seattle U,Jun Seok Yeo,1.799
Seattle U,Maleek Arington,1.577
Seattle U,Will Heimbrodt,1.407
Seattle U,Brayden Maldonado,1.341
Seattle U,John Christofilis,1.175
Seattle U,Houran Dan,1.025
Seattle U,Jojo Murphy,0.839
Seattle U,Austin Maurer,0.538
Seattle U,Brock Felder,0.029
Seattle U,Miles Amos,0.005
Seton Hall,Adam Clark,2.157
Seton Hall,A.J. Staton-McCray,1.827
Seton Hall,TJ Simpkins,1.409
Seton Hall,Elijah Fisher,1.103
Seton Hall,Stephon Payne III,1.001
Seton Hall,Mike Williams III,0.794
Seton Hall,Trey Parker,0.64
Seton Hall,Najai Hines,0.499
Seton Hall,Josh Rivera,0.313
Seton Hall,Jacob Dar,0.091
Seton Hall,Godswill Erheriene,0.053
Siena,Gavin Doty,3.365
Siena,Francis Folefac,2.873
Siena,Justice Shoats,2.619
Siena,Antonio Chandler,1.84
Siena,Isaiah Henderson,1.413
Siena,Brendan Coyle,1.134
Siena,Christian Jones,0.546
Siena,Riley Mulvey,0.452
South Alabama,Jayden Cooper,2.457
South Alabama,Chaze Harris,2.103
South Alabama,Randy Brady,1.911
South Alabama,John Broom,1.151
South Alabama,Adam Olsen,1.042
South Alabama,Stephen Williams,0.686
South Alabama,Hantz Louis Jeune,0.68
South Alabama,JJ Wheat,0.477
South Alabama,Samuel Shoptaw,0.173
South Alabama,Brian Hawthorne,0.002
South Alabama,Maxwell Land,0.001
South Carolina,Kobe Knox,1.478
South Carolina,Meechie Johnson,1.458
South Carolina,Mike Sharavjamts,1.003
South Carolina,Eli Ellis,0.626
South Carolina,Myles Stute,0.539
South Carolina,Elijah Strong,0.492
South Carolina,EJ Walker,0.371
South Carolina,Grant Polk,0.132
South Carolina,Nordin Kapic,0.011
South Carolina,Hayden Assemian,0.003
South Carolina,Jordan Butler,0.003
South Carolina,Christ Essandoko,0.001
South Carolina St.,Jayden Johnson,0.578
South Carolina St.,James Morrow,0.487
South Carolina St.,Derwin Hodge,0.378
South Carolina St.,Florian Tenebay,0.339
South Carolina St.,Noah Treadwell,0.278
South Carolina St.,Christopher Parker,0.271
South Carolina St.,"Owen Bronston, Jr.",0.256
South Carolina St.,Jamal Miles,0.092
South Carolina St.,Teon Tindal,0.052
South Carolina St.,Tim Okojie,0.033
South Dakota,Cameron Fens,1.371
South Dakota,Uzziah Buntyn,1.349
South Dakota,Vince Buzelis,1.301
South Dakota,Jordan Crawford,1.247
South Dakota,Josiah Dotzler,1.02
South Dakota,Ethan Kizer,0.212
South Dakota,Jake Brack,0.182
South Dakota,Shey Eberwein,0.072
South Dakota,Evan Anderson,0.049
South Dakota,Jesse Mcintosh,0.004
South Dakota St.,Joe Sayler,2.142
South Dakota St.,Matthew Mors,1.892
South Dakota St.,Jaden Jackson,1.882
South Dakota St.,Damon Wilkinson,1.815
South Dakota St.,Kalen Garry,1.691
South Dakota St.,Alec Squires,0.404
South Dakota St.,Luke Haertle,0.26
South Dakota St.,Bubz Alvarez,0.067
South Dakota St.,Caleb Delzell,0.066
South Dakota St.,Jaden Rogers,0.014
South Fla.,Wes Enis,2.45
South Fla.,Izaiyah Nelson,2.022
South Fla.,CJ Brown,1.667
South Fla.,Joseph Pinion,1.594
South Fla.,Josh Omojafo,1.221
South Fla.,Devin Haid,0.57
South Fla.,Daimion Collins,0.392
South Fla.,Gavin Hightower,0.351
South Fla.,Isaiah Jones,0.263
South Fla.,Adriel Nyorha,0.112
South Fla.,Tristan Beckford,0.093
Southeast Mo. St.,BJ Ward,2.282
Southeast Mo. St.,Luke Almodovar,1.864
Southeast Mo. St.,Brendan Terry,1.484
Southeast Mo. St.,Marqueas Bell,1.342
Southeast Mo. St.,Braxton Stacker,1.194
Southeast Mo. St.,Landren Blocker,0.686
Southeast Mo. St.,David Idada,0.447
Southeast Mo. St.,Blaize Sagna,0.37
Southeast Mo. St.,PJ Farmer,0.227
Southeast Mo. St.,Troy Cole Jr.,0.14
Southeast Mo. St.,Elliot Lowndes,0.042
Southeast Mo. St.,Trace Sadler,0.003
Southeast Mo. St.,Jay Reynolds,0.001
Southeastern La.,Isaiah Gaines,1.866
Southeastern La.,Makhi Myles,1.839
Southeastern La.,Jeremy Elyzee,1.228
Southeastern La.,Jalen Forrest,1.171
Southeastern La.,C.J. Booker,1.152
Southeastern La.,Jaiden Lawrence,1.133
Southeastern La.,Kyle Edison,0.303
Southeastern La.,Peter Hemschemeier,0.287
Southeastern La.,Ethan Pickett,0.218
Southeastern La.,Ubong Abasi Etim,0.066
Southeastern La.,Ahmed Essahaty,0.01
Southern California,Alijah Arenas,1.493
Southern California,Jacob Cofie,1.393
Southern California,Ezra Ausar,1.298
Southern California,Jordan Marsh,0.566
Southern California,Gabe Dynes,0.376
Southern California,Jerry Easter II,0.13
Southern California,Ryan Cornish,0.094
Southern California,Chad Baker-Mazara,0.059
Southern California,Terrance Williams II,0.052
Southern California,Jaden Brownell,0.002
Southern Ill.,Quel'Ron House,3.042
Southern Ill.,Rolyns Aligbe,2.629
Southern Ill.,Drew Steffe,2.246
Southern Ill.,Jalen Haynes,1.71
Southern Ill.,Davion Sykes,1.349
Southern Ill.,Prince Aligbe,1.321
Southern Ill.,Damien Mayo Jr.,0.827
Southern Ill.,Jaheem Webber,0.26
Southern Ill.,Max Pikaar,0.078
Southern Ill.,Caden Hawkins,0.055
Southern Ill.,Jorge Moreno,0.029
Southern Ind.,Ismail Habib,1.923
Southern Ind.,Cardell Bailey,1.437
Southern Ind.,Amaree Brown,1.43
Southern Ind.,Tolu Samuels,1.412
Southern Ind.,Ola Ajiboye,1.063
Southern Ind.,Steven Clay,0.568
Southern Ind.,Josiah Dunham,0.567
Southern Ind.,Sheridan Sharp,0.47
Southern Ind.,Devin Curtis,0.337
Southern Ind.,Alem Fejzic,0.007
Southern Miss.,Djahi Binet,2.552
Southern Miss.,Tylik Weeks,1.966
Southern Miss.,Dylan Brumfield,1.383
Southern Miss.,Israel Hart,0.921
Southern Miss.,Curt Lewis,0.856
Southern Miss.,Isaac Taveras,0.719
Southern Miss.,Dalyn Brandon,0.434
Southern Miss.,Chiante Tramble,0.196
Southern Miss.,Brewer Carruth,0.128
Southern Miss.,Tegra Izay,0.096
Southern Miss.,Fallou Diagne,0.021
Southern Miss.,Felipe Patino,0.0
Southern U.,DaMariee Jones,2.25
Southern U.,Terrance Dixon Jr.,2.042
Southern U.,Michael Jacobs,1.981
Southern U.,Fazl Oshodi,1.742
Southern U.,AJ Barnes,1.56
Southern U.,Cam Amboree,0.517
Southern U.,Brandon Hardy,0.414
Southern U.,Malek Abdelgowad,0.196
Southern U.,Ashton Magee,0.137
Southern U.,PJ Dobuol,0.079
Southern U.,Joe Manning,0.062
Southern Utah,Tanner Hayhurst,1.3
Southern Utah,Isaiah Cottrell,1.146
Southern Utah,Jaiden Feroah,1.106
Southern Utah,Elijah Duval,1.062
Southern Utah,Kai Burdick,0.737
Southern Utah,Dylan Jones,0.479
Southern Utah,Logan Stephens,0.139
Southern Utah,Lorenzo Abellar,0.077
Southern Utah,Cale Barclay,0.056
Southern Utah,Jalen Lee,0.009
Southern Utah,Brayden Johnson,0.006
Southern Utah,Zeplin Kidd,0.002
St. Bonaventure,Cayden Charles,1.6
St. Bonaventure,Darryl Simmons II,1.43
St. Bonaventure,Frank Mitchell,1.317
St. Bonaventure,Daniel Egbuniwe,0.807
St. Bonaventure,Dasonte Bowen,0.613
St. Bonaventure,Andrew Osasuyi,0.544
St. Bonaventure,Joseph Grahovac,0.143
St. Bonaventure,Achille Lonati,0.102
St. John's (NY),Zuby Ejiofor,2.45
St. John's (NY),Bryce Hopkins,2.079
St. John's (NY),Oziyah Sellers,1.695
St. John's (NY),Dylan Darling,1.686
St. John's (NY),Dillon Mitchell,1.479
St. John's (NY),Ian Jackson,0.757
St. John's (NY),Joson Sanon,0.529
St. John's (NY),Rubén Prey,0.116
St. John's (NY),Sadiku Ibine Ayo,0.044
St. John's (NY),Lefteris Liotopoulos,0.026
St. John's (NY),Kelvin Odih,0.004
St. Thomas (MN),Nick Janowski,2.976
St. Thomas (MN),Nolan Minessale,2.794
St. Thomas (MN),Ben Oosterbaan,2.238
St. Thomas (MN),Isaiah Johnson-Arigu,2.157
St. Thomas (MN),Ryan Dufault,1.967
St. Thomas (MN),Hayden Tibbits,1.771
St. Thomas (MN),Carter Bjerke,1.636
St. Thomas (MN),Jermaine Coleman,1.126
St. Thomas (MN),Tim Franks,0.08
St. Thomas (MN),Austin Herro,0.046
St. Thomas (MN),Adam Tauer,0.012
St. Thomas (MN),Jack Tauer,0.005
St. Thomas (MN),Tommy Humphries,0.005
Stanford,Ebuka Okorie,2.643
Stanford,Benny Gealer,1.888
Stanford,Aidan Cammann,1.748
Stanford,Jeremy Dent-Smith,1.049
Stanford,AJ Rohosy,0.729
Stanford,Ryan Agarwal,0.719
Stanford,Donavin Young,0.494
Stanford,Oskar Giltay,0.468
Stanford,Jaylen Thompson,0.305
Stanford,Cameron Grant,0.001
Stetson,Ethan Copeland,2.474
Stetson,Collin Kuhl,1.683
Stetson,Jake Johnson,1.474
Stetson,Daniel Macgregor,1.073
Stetson,Finley Sheridan,1.065
Stetson,Calvin Sirmans III,0.896
Stetson,Alex Doyle,0.886
Stetson,Matar Diop,0.387
Stetson,J.R. Leonard,0.238
Stetson,Janusz Ratowski,0.04
Stetson,Ben Gladieux,0.001
Stetson,Isaac Jones,0.001
Stetson,Miller McGowan,0.001
Stonehill,Chas Stinson,1.767
Stonehill,Hermann Koffi,1.621
Stonehill,Davante Hackett,1.558
Stonehill,Ridvan Tutic,1.365
Stonehill,Ethan Meuser,1.189
Stonehill,Raymond Espinal-Guzman,0.857
Stonehill,Rex Sunderland,0.705
Stonehill,Trenton Ruth,0.173
Stonehill,Anthony Holden,0.102
Stonehill,Eino Montin,0.006
Stonehill,Pearse McGuinn,0.005
Stonehill,Norbu Jenpa,0.002
Stony Brook,Andrej Shoshkikj,1.187
Stony Brook,Erik Pratt,1.14
Stony Brook,Rob Brown III,0.885
Stony Brook,Richard Goods,0.796
Stony Brook,Jonah Butler,0.777
Stony Brook,Ethan Simmon,0.658
Stony Brook,Tomas Valentiny,0.429
Stony Brook,Quin Gorman,0.265
Stony Brook,Oleg Kojenets,0.075
Stony Brook,Toby Onyekonwu,0.006
Stony Brook,Andrew Okafor,0.001
Stony Brook,Jake Harbatkin,0.001
Stony Brook,Leon Nahar,0.001
Stony Brook,Liam Dagostino,0.001
Syracuse,Naithan George,2.168
Syracuse,Nate Kingz,2.161
Syracuse,Donnie Freeman,1.969
Syracuse,JJ Starling,1.572
Syracuse,William Kyle III,1.317
Syracuse,Tyler Betsey,0.687
Syracuse,Kiyan Anthony,0.559
Syracuse,Sadiq White Jr.,0.264
Syracuse,Ibrahim Souare,0.225
Syracuse,Bryce Zephir,0.007
TCU,Jayden Pierre,1.953
TCU,Xavier Edmonds,1.734
TCU,David Punch,1.628
TCU,Micah Robinson,1.602
TCU,Tanner Toolson,1.387
TCU,Brock Harding,1.175
TCU,Liutauras Lelevicius,0.707
TCU,Jace Posey,0.104
TCU,Vianney Salatchoum,0.057
TCU,Kayden Edwards,0.013
TCU,RJ Jones,0.006
TCU,Ashton Simmons,0.005
Tarleton St.,Andy Sigiscar,1.474
Tarleton St.,Jordan Mizell,0.998
Tarleton St.,DJ Dormu,0.917
Tarleton St.,Kade Douglas,0.623
Tarleton St.,Cam Thomas,0.456
Tarleton St.,Kaia Isaac,0.431
Tarleton St.,Ocypher Owens,0.407
Tarleton St.,Matyas Vrabel,0.083
Tarleton St.,Damion Porter Jr.,0.019
Temple,Derrian Ford,1.483
Temple,Aiden Tobiason,1.46
Temple,Jordan Mason,1.144
Temple,Masiah Gilyard,0.84
Temple,Gavin Griffiths,0.716
Temple,Babatunde Durodola,0.452
Temple,Jamai Felt,0.401
Temple,Mohamed Keita,0.028
Temple,Spencer Mahoney,0.005
Temple,Cam Wallace,0.002
Temple,Ayuba Bryant Jr.,0.001
Tennessee,Nate Ament,2.297
Tennessee,Ja'Kobi Gillespie,2.29
Tennessee,J.P. Estrella,1.901
Tennessee,Bishop Boswell,1.364
Tennessee,Jaylen Carey,0.707
Tennessee,DeWayne Brown II,0.655
Tennessee,Felix Okpara,0.362
Tennessee,Amari Evans,0.314
Tennessee,Troy Henderson,0.182
Tennessee,Ethan Burg,0.172
Tennessee,Clarence Massamba,0.001
Tennessee St.,Aaron Nkrumah,2.872
Tennessee St.,Dante Harris,2.357
Tennessee St.,Jalen Pitre,2.246
Tennessee St.,Antoine Lorick III,2.055
Tennessee St.,Travis Harper II,2.007
Tennessee St.,Jabrion Spikes,0.939
Tennessee St.,Carlous Williams,0.684
Tennessee St.,Kavien Jones,0.402
Tennessee St.,Khalil London,0.299
Tennessee St.,JC Brooks,0.156
Tennessee St.,Damon Howard Jr,0.152
Tennessee St.,Alex Garcia,0.003
Tennessee St.,Jayden Jones,0.003
Tennessee Tech,Mekhi Cameron,2.248
Tennessee Tech,Ty Owens,2.162
Tennessee Tech,JaJuan Nicholls,2.009
Tennessee Tech,Brandon Muntu,1.785
Tennessee Tech,Dani Pounds,1.615
Tennessee Tech,Jacobe Whitted,1.254
Tennessee Tech,Ja'Quavian Florence,0.88
Tennessee Tech,Grant Slatten,0.877
Tennessee Tech,Malik Ferguson,0.497
Tennessee Tech,Jah'Kim Payne,0.265
Tennessee Tech,C.J. McPherson,0.238
Tennessee Tech,Mekhi Turner,0.053
Tennessee Tech,Owen Varnado,0.036
Tennessee Tech,Colin Ayers,0.001
Tennessee Tech,Hagan Preston,0.001
Texas,Dailyn Swain,1.584
Texas,Matas Vokietaitis,1.34
Texas,Tramon Mark,1.209
Texas,Camden Heide,0.936
Texas,Simeon Wilcher,0.755
Texas,Jordan Pope,0.729
Texas,Chendall Weaver,0.247
Texas,Nic Codie,0.169
Texas,Lassina Traore,0.04
Texas A&M,Marcus Hill,1.883
Texas A&M,Rashaun Agee,1.832
Texas A&M,Rylan Griffen,1.534
Texas A&M,Zach Clemence,1.278
Texas A&M,Pop Isaacs,1.043
Texas A&M,Jacari Lane,0.917
Texas A&M,Ruben Dominguez,0.722
Texas A&M,Ali Dibba,0.72
Texas A&M,Josh Holloway,0.3
Texas A&M,Jamie Vinson,0.244
Texas A&M,Federiko Federiko,0.06
Texas A&M,Chris McDermott,0.001
Texas Southern,Troy Hupstead,1.495
Texas Southern,Bryce Roberts,1.453
Texas Southern,Jaylen Wysinger,1.182
Texas Southern,Zaire Hayes,0.938
Texas Southern,Jordan Gorecki,0.876
Texas Southern,Alex Anderson,0.306
Texas Southern,Duane Posey,0.183
Texas Southern,Zytarious Mortle,0.163
Texas Southern,Josh Akpovwa,0.013
Texas Southern,Anthony Andrews,0.007
Texas St.,DJ Hall,2.325
Texas St.,Kaden Gumbs,1.927
Texas St.,Mark Drone,1.886
Texas St.,Kyndall Davis,1.302
Texas St.,Franck Emmou,1.021
Texas St.,Tay Knox,0.983
Texas St.,Makai Willis,0.927
Texas St.,Jalen Bolden,0.774
Texas St.,Robert Fields,0.677
Texas St.,Jaelyn Lee,0.002
Texas Tech,Donovan Atwell,2.423
Texas Tech,JT Toppin,2.362
Texas Tech,Jaylen Petty,1.645
Texas Tech,Christian Anderson,1.404
Texas Tech,Luke Bamgboye,0.445
Texas Tech,Tyeree Bryan,0.418
Texas Tech,Leon Horner,0.116
Texas Tech,Jazz Henderson,0.041
Texas Tech,Josiah Moseley,0.032
Texas Tech,Nolan Groves,0.003
Texas Tech,Jack Francis,0.001
The Citadel,Sola Adebisi,1.715
The Citadel,Carter Kingsbury,1.574
The Citadel,Braxton Williams,1.56
The Citadel,Eze Wali,1.267
The Citadel,Logan Applegate,0.911
The Citadel,Simeon German,0.405
The Citadel,Christian Moore,0.278
The Citadel,Marcos Gonzales,0.269
The Citadel,Keynan Davis,0.239
The Citadel,Dante Kearse,0.101
The Citadel,Cassius Bonjasky,0.099
The Citadel,Gabe Hernandez,0.017
The Citadel,Logan Menefee,0.002
The Citadel,Chase Williams,0.001
The Citadel,Rowan Irelan,0.001
Toledo,Sonny Wilson,2.53
Toledo,Leroy Blyden Jr.,1.946
Toledo,Austin Parks,1.867
Toledo,Sean Craig,1.56
Toledo,Mynor Strong,1.373
Toledo,Jaylan Ouwinga,0.888
Toledo,"Will James, Jr.",0.598
Toledo,Kyler VanderJagt,0.483
Toledo,London Praytor,0.001
Toledo,Tyler Ode,0.0
Towson,Tyler Tejada,1.391
Towson,Dylan Williamson,1.29
Towson,Jack Doumbia,0.746
Towson,Ryan Conway,0.688
Towson,Caleb Embeya,0.641
Towson,Tyler Coleman,0.412
Towson,Jaquan Womack,0.314
Towson,Mor Seck,0.179
Towson,Tyler Schmidt,0.086
Towson,Chike Ndefo,0.053
Towson,Ryan Skerry,0.001
Troy,Thomas Dowd,2.158
Troy,Cooper Campbell,2.001
Troy,Victor Valdes,1.71
Troy,Theo Seng,1.589
Troy,Cobi Campbell,1.206
Troy,Jerrell Bellamy,1.013
Troy,Austin Cross,0.609
Troy,Kerrington Kiel,0.427
Tulane,Rowan Brumbaugh,2.428
Tulane,Asher Woods,2.073
Tulane,Tyler Ringgold,1.453
Tulane,Curtis Williams Jr.,1.206
Tulane,Luke Rasmussen,1.091
Tulane,Scotty Middleton,0.852
Tulane,Percy Daniels,0.53
Tulane,Josiah Moore,0.275
Tulane,KJ Greene,0.17
Tulsa,Miles Barnstable,3.167
Tulsa,Tylen Riley,2.481
Tulsa,David Green,2.459
Tulsa,Ade Popoola,2.215
Tulsa,Tyler Behrend,1.59
Tulsa,Myles Rigsby,1.213
Tulsa,Jaylen Lawal,0.866
Tulsa,Romad Dean,0.674
Tulsa,Ian Smikle,0.402
Tulsa,KJ Martin Jr.,0.263
UAB,Daniel Rivera,1.971
UAB,Evan Chatman,1.913
UAB,Chance Westry,1.87
UAB,Dayjaun Anderson,1.565
UAB,Salim London,1.076
UAB,Ahmad Robinson,0.272
UAB,Jacob Meyer,0.226
UAB,Quaran McPherson,0.203
UAB,KyeRon Lindsay-Martin,0.124
UAB,Ari Gooch,0.101
UAB,Lance Carr,0.002
UAlbany,Amir Lindsey,1.758
UAlbany,Okechukwu Okeke,1.382
UAlbany,Jaden Kempson,1.192
UAlbany,Tarique Foster,1.164
UAlbany,Isaac Abidde,1.087
UAlbany,Ma'Kye Taylor,0.351
UAlbany,Miles Rose,0.134
UAlbany,Bautista Giralt,0.02
UC Davis,Marcus Wilson,1.944
UC Davis,Connor Sevilla,1.602
UC Davis,Brayden Fagbemi,1.169
UC Davis,Niko Rocak,0.968
UC Davis,Carl Daughtery Jr.,0.859
UC Davis,Jalen Stokes,0.759
UC Davis,Nils Cooper,0.665
UC Davis,Isaiah Chappell,0.499
UC Davis,Omer Suljanovic,0.369
UC Davis,Chase Rawlins,0.081
UC Davis,Cyril Franklin Jr.,0.05
UC Davis,Abdullah Amzil,0.004
UC Irvine,Kyle Evans,2.127
UC Irvine,Jurian Dixon,1.776
UC Irvine,Andre Henry,1.763
UC Irvine,Derin Saran,1.602
UC Irvine,Tama Isaac,1.497
UC Irvine,Harrison Carrington,1.17
UC Irvine,Akiva McBirney-Griffin,0.565
UC Irvine,Jovan Jester Jr.,0.386
UC Irvine,Nes Emeneke,0.155
UC Irvine,Ben Egbo,0.027
UC Irvine,Tishan Ahir,0.003
UC Riverside,Marqui Worthy,2.319
UC Riverside,Andrew Henderson,2.117
UC Riverside,De'Undrae Perteete,1.46
UC Riverside,Osiris Grady,1.099
UC Riverside,BJ Kolly,1.067
UC Riverside,Jailen Daniel-Dalton,0.734
UC Riverside,Ben Waller,0.393
UC Riverside,Tyler Jones,0.22
UC Riverside,Dylan Godfrey,0.011
UC Riverside,EJ Spillman,0.001
UC San Diego,Hudson Mayes,2.141
UC San Diego,Bol Dengdit,1.882
UC San Diego,Tom Beattie,1.708
UC San Diego,Leo Beath,1.029
UC San Diego,Alex Chaikin,1.021
UC San Diego,Aidan Burke,0.963
UC San Diego,Jaden Vance,0.771
UC San Diego,Trap Johnson,0.136
UC San Diego,Dimitrije Vukicevic,0.08
UC San Diego,Cade Pendleton,0.022
UC San Diego,Tyson Dunn,0.02
UC San Diego,Ryder Elisaldez,0.003
UC Santa Barbara,Aidan Mahaney,2.418
UC Santa Barbara,CJ Shaw,2.341
UC Santa Barbara,Zion Sensley,2.114
UC Santa Barbara,Colin Smith,2.092
UC Santa Barbara,Hosana Kitenge,1.048
UC Santa Barbara,Marvin McGhee IV,0.563
UC Santa Barbara,Michael Simcoe,0.152
UC Santa Barbara,Evans Kipruto,0.11
UC Santa Barbara,Zachiah Clark,0.017
UC Santa Barbara,Luke Zuffelato,0.005
UC Santa Barbara,Koat Keat Tong,0.002
UCF,Jordan Burks,1.112
UCF,Riley Kugel,0.933
UCF,John Bol,0.897
UCF,Themus Fulks,0.791
UCF,Chris Johnson,0.692
UCF,Jamichael Stillwell,0.47
UCF,Devan Cambridge,0.432
UCF,Carmelo Pacheco,0.273
UCF,George Beale Jr.,0.119
UCF,Jeremy Foumena,0.03
UCF,Kris Parker,0.007
UCF,Elijah Hulsewe,0.004
UCF,Zachary Johnson,0.001
UCLA,Trent Perry,1.545
UCLA,Tyler Bilodeau,1.29
UCLA,Donovan Dent,1.266
UCLA,Xavier Booker,0.92
UCLA,Eric Dailey Jr.,0.905
UCLA,Jamar Brown,0.277
UCLA,Brandon Williams,0.213
UCLA,Steven Jamerson II,0.151
UCLA,Skyy Clark,0.06
UCLA,Eric Freeny,0.056
UCLA,Anthony Peoples Jr.,0.003
UCLA,Christian Horry,0.001
UCLA,Jack Seidler,0.001
UConn,Alex Karaban,2.169
UConn,Silas Demary Jr.,2.158
UConn,Solo Ball,1.984
UConn,Braylon Mullins,1.803
UConn,Tarris Reed Jr.,1.642
UConn,Eric Reibe,0.87
UConn,Jayden Ross,0.696
UConn,Jaylin Stewart,0.255
UConn,Malachi Smith,0.148
UConn,Jacob Furphy,0.003
UConn,Alec Millender,0.002
UConn,Dwayne Koroma,0.001
UConn,Uroš Paunović,0.001
UIC,Rashund Washington Jr,1.413
UIC,Andy Johnson,1.405
UIC,Mekhi Lowery,1.378
UIC,Ahmad Henderson II,1.207
UIC,Abdul Momoh,1.169
UIC,Elijah Crawford,1.163
UIC,Sam Silverstein,0.795
UIC,Jayce Nathaniel,0.762
UIC,Josiah Hammons,0.533
UIC,Ante Beljan,0.173
UIC,Tai Walters-Whitaker,0.061
UIW,Davion Bailey,2.296
UIW,Harold Woods,1.949
UIW,Jordan Pyke,1.882
UIW,Tahj Staveskie,1.524
UIW,Marcus Glover,0.77
UIW,Esteban Mann,0.586
UIW,Lewis Rowe,0.331
UIW,Love Bettis,0.186
UIW,Mihael Tomic,0.134
UIW,Harrison Reede,0.12
UIW,Jayden Williams,0.059
UIW,Amani Drummond,0.015
ULM,Lavell Brodnex,3.341
ULM,Krystian Lewis,3.266
ULM,MJ Russell,2.735
ULM,Dylan Diaz,1.599
ULM,Alex Molofeev,1.126
ULM,Przemek Hartman,0.233
ULM,Brady Craig,0.23
ULM,Micah Caster,0.109
ULM,Alex Huguet Carrasco,0.003
ULM,Cam Campbell,0.0
UMBC,DJ Armstrong,1.352
UMBC,Ace Valentine,1.318
UMBC,Josh Odunowo,1.097
UMBC,Jah'Likai King,1.031
UMBC,Jose Roberto Tanchyn,1.027
UMBC,Caden Diggs,0.894
UMBC,Riley Jacobs,0.337
UMBC,Cougar Downing,0.228
UMBC,Paul Greene,0.051
UMBC,Tim Eze,0.013
UMBC,Daylon Dickerson,0.008
UMBC,Jake Stout,0.006
